774822/name/0	King Ludwig Beerhall
14982719/dietary_restrictions/0	None
14982719/location/0	North Point
14982719/location/1	Hong Kong Island
14982719/location/2	Eastern District
14982719/location/3	Fortress Hill
14986682/name/0	Kebab2go
14986682/address/0	71-77 Smithfield Road, Sai Wan Shop 2, G/F, Smithfield Terrace
14986682/cuisine/0	Italian
14986682/cuisine/1	Indian
14986682/cuisine/2	Turkish
14986682/dietary_restrictions/0	None
14986682/location/0	Western (Sai Wan)
14986682/location/1	Hong Kong Island
14986682/location/2	Kwun Lung
14986682/location/3	Western District
15001845/name/0	Chua Lam's Pho
15001845/address/0	15-25 Wellington Street Ug/f
15001845/cuisine/0	Asian
15001845/cuisine/1	Vietnamese
15001845/cuisine/2	Soups
15001845/dietary_restrictions/0	None
15001845/location/0	Central
15001845/location/1	Central District
15001845/location/2	Hong Kong Island
15012918/name/0	Mon Kee Cafe - Tsim Sha Tsui
15012918/address/0	29-39 Ashley Road G/F, Kowloon Centre
15012918/cuisine/0	Fast Food
15012918/cuisine/1	Diner
15012918/dietary_restrictions/0	None
15012918/location/0	Tsim Sha Tsui
15012918/location/1	Kowloon
15012918/location/2	Yau Tsim Mong District
15012954/name/0	Confusion Plant Based Kitchen
15012954/address/0	Jervois Street G/f, 103
15012954/cuisine/0	International
15012954/cuisine/1	Fusion
15012954/cuisine/2	Healthy
15012954/dietary_restrictions/0	None
15012954/location/0	Sheung Wan
15012954/location/1	Central District
15012954/location/2	Hong Kong Island
15023316/name/0	POP vegan
15023316/address/0	28 Elgin Street, SOHO, Central 1/f
15023316/cuisine/0	International
15023316/cuisine/1	European
15023316/cuisine/2	Contemporary
15023316/cuisine/3	Fusion
15023316/cuisine/4	Healthy
15023316/dietary_restrictions/0	Vegetarian Friendly
15023316/dietary_restrictions/1	Vegan Options
15023316/location/0	Central
15023316/location/1	Central District
15023316/location/2	Hong Kong Island
15023367/name/0	Postcollectionhk Cafe
15023367/address/0	61-65 Chatham Road South, Tsim Sha Tsui Shop 80-82, 2/F, the Capital
15023367/cuisine/0	Pizza
15023367/cuisine/1	Cafe
15023367/cuisine/2	Fast Food
15023367/cuisine/3	Diner
15023367/dietary_restrictions/0	None
15023367/location/0	Tsim Sha Tsui
15023367/location/1	Kowloon
15023367/location/2	Yau Tsim Mong District
15036001/name/0	Pici Pasta Bar Tsim Sha Tsui
15036001/address/0	No. 29-31 Chatham Road South, Tsim Sha Tsui G/F, Entrance on Hart Avenue
15036001/cuisine/0	Italian
15036001/cuisine/1	European
15036001/dietary_restrictions/0	Vegetarian Friendly
15036001/dietary_restrictions/1	Vegan Options
15036001/location/0	Tsim Sha Tsui
15036001/location/1	Kowloon
15036001/location/2	Yau Tsim Mong District
15054075/name/0	Andy’s Burger
15054075/address/0	Ashley Road
15054075/cuisine/0	Cajun & Creole
15054075/cuisine/1	Diner
15054075/dietary_restrictions/0	None
15054075/location/0	Tsim Sha Tsui
15054075/location/1	Kowloon
15054075/location/2	Yau Tsim Mong District
15055588/name/0	Te Quiero Mucho
15055588/address/0	286 Queen's Road Central, Sheung Wan G/F & 1/F, Mojo Nomad Central Ovolo
15055588/cuisine/0	Mexican
15055588/cuisine/1	Latin
15055588/cuisine/2	Bar
15055588/cuisine/3	Central American
15055588/cuisine/4	South American
15055588/dietary_restrictions/0	Vegetarian Friendly
15055588/dietary_restrictions/1	Vegan Options
15055588/dietary_restrictions/2	Gluten Free Options
15055588/location/0	Sheung Wan
15055588/location/1	Central District
15055588/location/2	Hong Kong Island
15056432/name/0	Chaiwala
15056432/address/0	43-55 Wyndham Street, Central Basement
15056432/cuisine/0	Indian
15056432/cuisine/1	Bar
15056432/cuisine/2	Pub
15056432/dietary_restrictions/0	Vegetarian Friendly
15056432/dietary_restrictions/1	Vegan Options
15056432/dietary_restrictions/2	Gluten Free Options
15056432/location/0	Central
15056432/location/1	Central District
15056432/location/2	Hong Kong Island
15068638/name/0	Kedai Kopi Semua Semua
15068638/address/0	G/F, 251 Ki Lung Street, Sham Shui Po
15068638/cuisine/0	Asian
15068638/cuisine/1	Malaysian
15068638/dietary_restrictions/0	None
15068638/location/0	Sham Shui Po District
15068638/location/1	Nam Cheong
15068638/location/2	Kowloon
15068819/name/0	La Postre
15068819/address/0	50 Wing Lok Street, Sheung Wan 3/F, CS Tower
15068819/cuisine/0	Spanish
15068819/dietary_restrictions/0	None
15068819/location/0	Sheung Wan
15068819/location/1	Central District
15068819/location/2	Hong Kong Island
15075310/name/0	Hunter & The Chase
15075310/address/0	3/F & 4/F, The L. Place, 139 Queen's Road Central The Chase-3/F & Hunter-4/F, The L Place
15075310/cuisine/0	American
15075310/cuisine/1	European
15075310/cuisine/2	Contemporary
15075310/dietary_restrictions/0	None
15075310/location/0	Central
15075310/location/1	Central District
15075310/location/2	Hong Kong Island
15075599/name/0	Azores
15075599/address/0	18 Sha Tin Centre Street, Sha Tin Shop 107,1/F, New Town Plaza Phase 1
15075599/cuisine/0	Portuguese
15075599/dietary_restrictions/0	None
15075599/location/0	New Territories
15075599/location/1	Sha Tin
15082605/name/0	Tipsy Tap
15082605/address/0	G/F, 5 Austin Avenue, Tsim Sha Tsui
15082605/cuisine/0	Bar
15082605/cuisine/1	Pub
15082605/cuisine/2	Brew Pub
15082605/dietary_restrictions/0	None
15082605/location/0	Tsim Sha Tsui
15082605/location/1	Kowloon
15082605/location/2	Yau Tsim Mong District
15097418/name/0	Milu Thai Restaurant
15097418/address/0	No.3 Yiu Wa Street, Causeway Bay 2/F, Bartlock Centre
15097418/cuisine/0	Seafood
15097418/cuisine/1	Asian
15097418/cuisine/2	Thai
15097418/cuisine/3	Grill
15097418/dietary_restrictions/0	None
15097418/location/0	Wan Chai / Causeway Bay
15097418/location/1	Hong Kong Island
15097418/location/2	Canal Road
15123749/name/0	Helen's Bar
15123749/address/0	8 Hau Fook Street 3/f, H8
15123749/cuisine/0	Bar
15123749/dietary_restrictions/0	None
15123749/location/0	Tsim Sha Tsui
15123749/location/1	Kowloon
15123749/location/2	Yau Tsim Mong District
15128192/name/0	The Chinese Library
15128192/address/0	Police Headquarters Block 01, Tai Kwun, 10 Hollywood Road, Central
15128192/cuisine/0	Chinese
15128192/cuisine/1	Asian
15128192/dietary_restrictions/0	Vegetarian Friendly
15128192/location/0	Central
15128192/location/1	Central District
15128192/location/2	Hong Kong Island
15128204/name/0	Statement
15128204/address/0	Police Headquarters Block 01, Tai Kwun, 10 Hollywood Road, Central Tai Kwun
15128204/cuisine/0	British
15128204/cuisine/1	European
15128204/dietary_restrictions/0	Vegetarian Friendly
15128204/location/0	Central
15128204/location/1	Central District
15128204/location/2	Hong Kong Island
15146643/name/0	Pun’s Food
15146643/address/0	G/F,11 Pak Sha Road, Causeway Bay
15146643/cuisine/0	Chinese
15146643/cuisine/1	Asian
15146643/cuisine/2	Diner
15146643/cuisine/3	Taiwanese
15146643/cuisine/4	Central Asian
15146643/dietary_restrictions/0	None
15146643/location/0	Wan Chai / Causeway Bay
15146643/location/1	Hong Kong Island
15146716/name/0	Doctor Beans
15146716/address/0	6 Tsun Yip Lane, Kwun Tong Room A, 3/F, Fully Industrial Building
15146716/cuisine/0	Asian
15146716/cuisine/1	Taiwanese
15146716/dietary_restrictions/0	None
15146716/location/0	Kwun Tong
15146716/location/1	Kowloon
15146716/location/2	Kwun Tong District
15182983/name/0	Yang Xin Dian Hot Pot
15182983/address/0	55 Chung On Street, Tsuen Wan 17/F, 3/F, Tai Hung Fai Centre
15182983/cuisine/0	Asian
15182983/cuisine/1	Diner
15182983/cuisine/2	Taiwanese
15182983/dietary_restrictions/0	None
15182983/location/0	New Territories
15182983/location/1	Tsuen Wan
15182992/name/0	Baba Nyonya Restaurant
15182992/address/0	G/F, 501 Nathan Road, Yau Ma Tei
15182992/cuisine/0	Asian
15182992/cuisine/1	Malaysian
15182992/dietary_restrictions/0	None
15182992/location/0	Jordan / Yau Ma Tei
15182992/location/1	Kowloon
15182992/location/2	Yau Tsim Mong District
15184829/name/0	LPM Restaurant & Bar
15184829/address/0	No.23-29 Stanley Street, Central Shop 1, 1/F, H Queen's
15184829/cuisine/0	French
15184829/cuisine/1	European
15184829/dietary_restrictions/0	Vegetarian Friendly
15184829/location/0	Central
15184829/location/1	Central District
15184829/location/2	Hong Kong Island
15193438/name/0	Chullschick
15193438/address/0	45-53A Graham Street, Soho, Central Shop D, G/F
15193438/cuisine/0	Peruvian
15193438/cuisine/1	Latin
15193438/dietary_restrictions/0	Vegetarian Friendly
15193438/dietary_restrictions/1	Vegan Options
15193438/dietary_restrictions/2	Gluten Free Options
15193438/location/0	Central
15193438/location/1	Central District
15193438/location/2	Hong Kong Island
15194359/name/0	Ichu
15194359/address/0	80 Queen_s Road Central, Central 3F, H Queen
15194359/cuisine/0	Peruvian
15194359/cuisine/1	Latin
15194359/cuisine/2	Grill
15194359/cuisine/3	Healthy
15194359/dietary_restrictions/0	Vegetarian Friendly
15194359/dietary_restrictions/1	Vegan Options
15194359/dietary_restrictions/2	Gluten Free Options
15194359/location/0	Central
15194359/location/1	Central District
15194359/location/2	Hong Kong Island
15194677/name/0	Nice Yakiniku & Fine Wine
15194677/address/0	7/F Aura On Pennington 66 Jardine's Bazzar, Causeway Bay 7/F Aura On Pennington
15194677/cuisine/0	Japanese
15194677/cuisine/1	Barbecue
15194677/cuisine/2	Japanese Fusion
15194677/dietary_restrictions/0	None
15194677/location/0	Wan Chai / Causeway Bay
15194677/location/1	Hong Kong Island
15197244/name/0	Little Bao Diner
15197244/address/0	9 Kingston Street, Causeway Bay Shop H1, Fashion Walk
15197244/cuisine/0	Diner
15197244/dietary_restrictions/0	Vegan Options
15197244/location/0	Wan Chai / Causeway Bay
15197244/location/1	Victoria Park
15197244/location/2	Hong Kong Island
15197254/name/0	Belgos
15197254/address/0	1 Sunning Road, Causeway Bay Shop G11-G15, G/F, Lee Garden Three
15197254/cuisine/0	Belgian
15197254/cuisine/1	European
15197254/cuisine/2	Pub
15197254/dietary_restrictions/0	None
15197254/location/0	Wan Chai / Causeway Bay
15197254/location/1	Hong Kong Island
15197266/name/0	TOMATO C HING
15197266/address/0	G/F, 255 Ki Lung Street, Sham Shui Po
15197266/cuisine/0	Fast Food
15197266/cuisine/1	Deli
15197266/cuisine/2	Central Asian
15197266/dietary_restrictions/0	None
15197266/location/0	Sham Shui Po District
15197266/location/1	Nam Cheong
15197266/location/2	Kowloon
15219065/name/0	Helen’s
15219065/address/0	No. 8 Hau Fook Street Tsim Sha Tsui
15219065/cuisine/0	Bar
15219065/cuisine/1	Pub
15219065/dietary_restrictions/0	None
15219065/location/0	Tsim Sha Tsui
15219065/location/1	Kowloon
15219065/location/2	Yau Tsim Mong District
15225882/name/0	Zhang Men Brewing Company
15225882/address/0	53-56 High Street, Sai Ying Pun, Western District Basement, Wealth Building
15225882/cuisine/0	Brew Pub
15225882/cuisine/1	International
15225882/cuisine/2	Asian
15225882/cuisine/3	Pub
15225882/cuisine/4	Taiwanese
15225882/dietary_restrictions/0	None
15225882/location/0	Western (Sai Wan)
15225882/location/1	Hong Kong Island
15225882/location/2	Western District
15226101/name/0	Wall Is Eat
15226101/address/0	28 Portland Street, Yau Ma Tei 1/F, M1 Hotel
15226101/cuisine/0	Fusion
15226101/dietary_restrictions/0	None
15226101/location/0	Jordan / Yau Ma Tei
15226101/location/1	Kowloon
15226101/location/2	Yau Tsim Mong District
15232478/name/0	maze Grill
15232478/address/0	3-27 Canton Road, Tsim Sha Tsui Shop OTE401, 4/F, Ocean Terminal, Harbour City
15232478/cuisine/0	British
15232478/cuisine/1	Grill
15232478/cuisine/2	Steakhouse
15232478/cuisine/3	European
15232478/dietary_restrictions/0	Gluten Free Options
15232478/location/0	Tsim Sha Tsui
15232478/location/1	Kowloon
15232478/location/2	Yau Tsim Mong District
15239562/name/0	Paradise Dynasty
15239562/address/0	20 Carnarvon Road, Tsim Sha Tsui 2/F Carnarvon Plaza
15239562/cuisine/0	Chinese
15239562/cuisine/1	Asian
15239562/cuisine/2	Diner
15239562/dietary_restrictions/0	None
15239562/location/0	Tsim Sha Tsui
15239562/location/1	Kowloon
15239562/location/2	Yau Tsim Mong District
15263997/name/0	Chez Louis
15263997/address/0	G/F, 29 Cheung Ning Street, To Kwa Wan
15263997/cuisine/0	Belgian
15263997/cuisine/1	Cafe
15263997/cuisine/2	European
15263997/dietary_restrictions/0	None
15263997/location/0	Kowloon City District
15263997/location/1	Kowloon
15264086/name/0	Are U Labeler
15264086/address/0	G/F, 25A Soares Avenue, Ho Man Tin
15264086/cuisine/0	International
15264086/dietary_restrictions/0	None
15264086/location/0	Kowloon City District
15264086/location/1	Mong Kok
15264086/location/2	Kowloon
15264318/name/0	Fu Wah Cafe
15264318/address/0	258 Electric Road, North Point Shop C & D, G/F, Wah Hoi Mansion
15264318/cuisine/0	Chinese
15264318/cuisine/1	Cafe
15264318/cuisine/2	Diner
15264318/cuisine/3	Street Food
15264318/dietary_restrictions/0	None
15264318/location/0	North Point
15264318/location/1	Hong Kong Island
15264318/location/2	Eastern District
15264318/location/3	City Garden
15279004/name/0	Zooba Bar & Grill
15279004/address/0	25 Hart Avenue G/F, SOHO Tower
15279004/cuisine/0	Bar
15279004/cuisine/1	Mediterranean
15279004/cuisine/2	Pub
15279004/cuisine/3	Middle Eastern
15279004/cuisine/4	Lebanese
15279004/dietary_restrictions/0	None
15279004/location/0	Tsim Sha Tsui
15279004/location/1	Kowloon
15279004/location/2	Yau Tsim Mong District
15308307/name/0	Marina Kitchen and Marina Cafe
15308307/address/0	180 Wong Chuk Hang Road, Wong Chuk Hang G/F, Marina Wing, Hong Kong Ocean Park Marriott Hotel
15308307/cuisine/0	International
15308307/cuisine/1	Asian
15308307/dietary_restrictions/0	None
15308307/location/0	Bays Area
15308307/location/1	Hong Kong Island
15308307/location/2	Southern District
15320092/name/0	Le Viet
15320092/address/0	636 Nathan Road, Mong Kok Shop 101-109, Bank Centre Mall
15320092/cuisine/0	Vietnamese
15320092/cuisine/1	Asian
15320092/dietary_restrictions/0	None
15320092/location/0	Mong Kok
15320092/location/1	Kowloon
15320092/location/2	Yau Tsim Mong District
15322898/name/0	Rye House
15322898/address/0	Shop G10, G/F Bank of America Tower, 12 Harcourt
15322898/cuisine/0	Cafe
15322898/cuisine/1	European
15322898/cuisine/2	Swedish
15322898/dietary_restrictions/0	None
15322898/location/0	Central
15322898/location/1	Central District
15322898/location/2	Hong Kong Island
15335007/name/0	Isara
15335007/address/0	Shop 3, G/F, 18A Mui Wo Ferry Pier Road, Mui Wo, Lantau Island
15335007/cuisine/0	Bar
15335007/cuisine/1	Thai
15335007/cuisine/2	Pub
15335007/cuisine/3	Fusion
15335007/cuisine/4	Gastropub
15335007/dietary_restrictions/0	None
15335007/location/0	Lantau Island
15335007/location/1	New Territories
15335007/location/2	Islands District
15556190/name/0	Pica Pica
15556190/address/0	317-321 Des Voeux Rd Central, Sheung Wan Shop G-H, G/F, Kai Tak Commercial Building
15556190/cuisine/0	Spanish
15556190/cuisine/1	European
15556190/cuisine/2	Wine Bar
15556190/cuisine/3	Catalan
15556190/cuisine/4	Mediterranean
15556190/dietary_restrictions/0	Vegetarian Friendly
15556190/dietary_restrictions/1	Gluten Free Options
15556190/location/0	Sheung Wan
15556190/location/1	Central District
15556190/location/2	Hong Kong Island
15564109/name/0	Feather & Bone - Mid Levels
15564109/address/0	Shop 1, G/F & 1/F, 38 Shelley Street, Soho, Central
15564109/cuisine/0	Steakhouse
15564109/cuisine/1	British
15564109/cuisine/2	Australian
15564109/dietary_restrictions/0	Vegetarian Friendly
15564109/location/0	Central District
15564109/location/1	Mid Levels
15564109/location/2	Hong Kong Island
15573463/name/0	Motorino Wan Chai
15573463/address/0	G/F, 15 Ship Street, Wan Chai
15573463/cuisine/0	Italian
15573463/cuisine/1	Pizza
15573463/cuisine/2	Neapolitan
15573463/cuisine/3	Campania
15573463/cuisine/4	Southern-Italian
15573463/dietary_restrictions/0	Vegetarian Friendly
15573463/location/0	Wan Chai / Causeway Bay
15573463/location/1	Hong Kong Island
15573463/location/2	Tai Fat Hau
15581213/name/0	Artemis & Apollo
15581213/address/0	G/F, 9-11 Moon Street, Wan Chai
15581213/cuisine/0	Mediterranean
15581213/cuisine/1	Greek
15581213/dietary_restrictions/0	Vegetarian Friendly
15581213/dietary_restrictions/1	Vegan Options
15581213/location/0	Hong Kong Island
15581213/location/1	Tai Fat Hau
15596687/name/0	Paradise Classic
15596687/address/0	2/F, Carnarvon Plaza, 20 Carnarvon Road, Tsim Sha Tsui
15596687/cuisine/0	Chinese
15596687/cuisine/1	Asian
15596687/cuisine/2	Singaporean
15596687/cuisine/3	Malaysian
15596687/dietary_restrictions/0	None
15596687/location/0	Tsim Sha Tsui
15596687/location/1	Kowloon
15596687/location/2	Yau Tsim Mong District
15603131/name/0	Pici
15603131/address/0	18 Sha Tin Centre Street, Sha Tin Shop 251, 2/F, Phase 1, New Town Plaza
15603131/cuisine/0	Italian
15603131/cuisine/1	European
15603131/dietary_restrictions/0	None
15603131/location/0	New Territories
15603131/location/1	Sha Tin
15603268/name/0	The Patagonia Argentinian Steak House
15603268/address/0	1-3 Wing Lok Street, Sheung Wan Room 103, 1/F, Cheung's Building
15603268/cuisine/0	Steakhouse
15603268/cuisine/1	Latin
15603268/cuisine/2	Spanish
15603268/cuisine/3	Wine Bar
15603268/cuisine/4	Argentinean
15603268/dietary_restrictions/0	None
15603268/location/0	Sheung Wan
15603268/location/1	Central District
15603268/location/2	Hong Kong Island
15603457/name/0	Amber Wine Bistro
15603457/address/0	Shop K, G/F, Mainway Court, 126-128 Soy Street, Mong Kok
15603457/cuisine/0	Grill
15603457/cuisine/1	Wine Bar
15603457/dietary_restrictions/0	None
15603457/location/0	Mong Kok
15603457/location/1	Kowloon
15603457/location/2	Yau Tsim Mong District
15607691/name/0	McSorley's Brewhouse & Grill
15607691/address/0	R001 Civic Square Elements, 1 Austin Rd W, Kowloon Shop R001, Roof Level, Civic Square, Elements
15607691/cuisine/0	Steakhouse
15607691/cuisine/1	Irish
15607691/cuisine/2	Brew Pub
15607691/cuisine/3	Bar
15607691/cuisine/4	Seafood
15607691/cuisine/5	International
15607691/cuisine/6	Pub
15607691/dietary_restrictions/0	None
15607691/location/0	Kowloon
15607691/location/1	Yau Tsim Mong District
15634312/name/0	PHO Nhat
15634312/address/0	Shop B, G/F, 2-12 Queen's Road West, Sheung Wan
15634312/cuisine/0	Vietnamese
15634312/dietary_restrictions/0	Vegan Options
15634312/location/0	Sheung Wan
15634312/location/1	Central District
15634312/location/2	Hong Kong Island
15661925/name/0	Bangkok Zhiming
15661925/address/0	128 Connaught Road, Sheung Wan G/F, Yue Thai Commercial Building
15661925/cuisine/0	Thai
15661925/cuisine/1	Vietnamese
15661925/cuisine/2	Asian
15661925/dietary_restrictions/0	None
15661925/location/0	Sheung Wan
15661925/location/1	Central District
15661925/location/2	Hong Kong Island
15662395/name/0	Peek-A-Poke
15662395/address/0	G/F, 16 Haven Street, Causeway Bay
15662395/cuisine/0	Healthy
15662395/cuisine/1	Hawaiian
15662395/cuisine/2	Japanese
15662395/cuisine/3	Seafood
15662395/dietary_restrictions/0	None
15662395/location/0	Hong Kong Island
15662416/name/0	hEat
15662416/address/0	202 Queen's Road East, Wan Chai 23/F, QRE Plaza
15662416/cuisine/0	Steakhouse
15662416/cuisine/1	International
15662416/cuisine/2	Grill
15662416/cuisine/3	Diner
15662416/dietary_restrictions/0	None
15662416/location/0	Hong Kong Island
15662416/location/1	Southorn Playground
15670305/name/0	Sun Thai Restaurant
15670305/address/0	No.25-31 Carnarvon Road, Tsim Sha Tsui Shop 1A, G/F & B/F, BCC Building
15670305/cuisine/0	Asian
15670305/cuisine/1	Thai
15670305/cuisine/2	Vietnamese
15670305/cuisine/3	Singaporean
15670305/cuisine/4	Malaysian
15670305/dietary_restrictions/0	Vegetarian Friendly
15670305/dietary_restrictions/1	Vegan Options
15670305/location/0	Tsim Sha Tsui
15670305/location/1	Kowloon
15670305/location/2	Yau Tsim Mong District
15682748/name/0	La Padella
15682748/address/0	4-8 North Street, Kennedy Town
15682748/cuisine/0	Turkish
15682748/dietary_restrictions/0	None
15682748/location/0	Western (Sai Wan)
15682748/location/1	Hong Kong Island
15682748/location/2	Western District
15682855/name/0	Hongding Hotpot
15682855/address/0	Shop A, B/F, Astoria Building, 24-38 Ashley Road, Tsim Sha Tsui
15682855/cuisine/0	Chinese
15682855/cuisine/1	Seafood
15682855/cuisine/2	Diner
15682855/cuisine/3	Healthy
15682855/cuisine/4	Gastropub
15682855/cuisine/5	Fujian
15682855/dietary_restrictions/0	None
15682855/location/0	Tsim Sha Tsui
15682855/location/1	Kowloon
15682855/location/2	Yau Tsim Mong District
15693262/name/0	Hotal Colombo
15693262/address/0	31 Elgin Street
15693262/cuisine/0	Asian
15693262/cuisine/1	Sri Lankan
15693262/dietary_restrictions/0	Vegetarian Friendly
15693262/location/0	Central
15693262/location/1	Central District
15693262/location/2	Hong Kong Island
15698571/name/0	Cubus 28
15698571/address/0	28/F, Cubus, 1 Hoi Ping Road, Causeway Bay
15698571/cuisine/0	Chinese
15698571/cuisine/1	Bar
15698571/cuisine/2	International
15698571/cuisine/3	Pub
15698571/cuisine/4	Seafood
15698571/dietary_restrictions/0	None
15698571/location/0	Wan Chai / Causeway Bay
15698571/location/1	Hong Kong Island
15748507/name/0	The ThirtySix
15748507/address/0	2/F Amber Lodge, 23 Hollywood Road
15748507/cuisine/0	Bar
15748507/cuisine/1	International
15748507/cuisine/2	Japanese
15748507/cuisine/3	Asian
15748507/cuisine/4	Wine Bar
15748507/dietary_restrictions/0	None
15748507/location/0	Central
15748507/location/1	Central District
15748507/location/2	Hong Kong Island
15756424/name/0	Kane Tsuru Ramen
15756424/address/0	G/F, 3 Min Street, Jordan
15756424/cuisine/0	Japanese
15756424/cuisine/1	Asian
15756424/dietary_restrictions/0	None
15756424/location/0	Jordan / Yau Ma Tei
15756424/location/1	Kowloon
15756424/location/2	Austin
15756424/location/3	Yau Tsim Mong District
15779660/name/0	Grand Ding House
15779660/address/0	8/F, One Pacific Centre, 414 Kwun Tong Road, Kwun Tong Apm
15779660/cuisine/0	Chinese
15779660/cuisine/1	Seafood
15779660/cuisine/2	Deli
15779660/cuisine/3	Medicinal foods
15779660/cuisine/4	Beer restaurants
15779660/dietary_restrictions/0	None
15779660/location/0	Kwun Tong
15779660/location/1	Kowloon
15779660/location/2	Kwun Tong District
15804563/name/0	Kim & Co Cafe
15804563/address/0	G/F & 1/F, 151-155 hollywood road, Central
15804563/cuisine/0	Bar
15804563/cuisine/1	Cafe
15804563/dietary_restrictions/0	Vegan Options
15804563/location/0	Sheung Wan
15804563/location/1	Central District
15804563/location/2	Hong Kong Island
15804628/name/0	Riverside Grill
15804628/address/0	Shop 20, G/F The Papillon, 21 Tong Chun Street, Tseung Kwan O Shop 20, G/F Papillon Square
15804628/cuisine/0	Steakhouse
15804628/cuisine/1	Italian
15804628/cuisine/2	Mexican
15804628/cuisine/3	American
15804628/dietary_restrictions/0	None
15804628/location/0	New Territories
15804628/location/1	Sai Kung
15804628/location/2	Tseung Kwan O
15812231/name/0	MOKUTAN
15812231/address/0	Shop 2, G/F, 8 Kimberley Street, Tsim Sha Tsui
15812231/cuisine/0	Japanese
15812231/dietary_restrictions/0	None
15812231/location/0	Tsim Sha Tsui
15812231/location/1	Kowloon
15812231/location/2	Yau Tsim Mong District
15855321/name/0	Veda
15855321/address/0	2 Arbuthnot Road, Central
15855321/cuisine/0	Bar
15855321/cuisine/1	Asian
15855321/cuisine/2	Fusion
15855321/dietary_restrictions/0	Vegetarian Friendly
15855321/dietary_restrictions/1	Vegan Options
15855321/dietary_restrictions/2	Gluten Free Options
15855321/location/0	Central
15855321/location/1	Central District
15855321/location/2	Hong Kong Island
15873094/name/0	Silencio
15873094/address/0	6th Floor, LKF Tower, 33 Wyndham Street, Central 6th Floor LKF Tower, Central
15873094/cuisine/0	Japanese
15873094/cuisine/1	Asian
15873094/cuisine/2	Sushi
15873094/dietary_restrictions/0	None
15873094/location/0	Central
15873094/location/1	Central District
15873094/location/2	Hong Kong Island
15904496/name/0	Jan Jan Kushikatsu
15904496/address/0	1/F, Soho Tower, 25 Hart Avenue, Tsim Sha Tsui, Hong Kong N/A China
15904496/cuisine/0	Japanese
15904496/cuisine/1	Asian
15904496/cuisine/2	Gastropub
15904496/dietary_restrictions/0	None
15904496/location/0	Tsim Sha Tsui
15904496/location/1	Kowloon
15904496/location/2	Yau Tsim Mong District
16168657/name/0	El Macho
16168657/address/0	1 Third St, Sai Ying Pun
16168657/cuisine/0	Mexican
16168657/cuisine/1	Bar
16168657/cuisine/2	Pub
16168657/cuisine/3	Central American
16168657/dietary_restrictions/0	Vegetarian Friendly
16168657/location/0	Western (Sai Wan)
16168657/location/1	Hong Kong Island
16168657/location/2	Western District
16665800/name/0	Daruma Ganso Ramen
16665800/address/0	No 29 Prat Avenue, Tsim Sha Tsui G/F, Po Cheong Commercial Building
16665800/cuisine/0	Japanese
16665800/cuisine/1	Grill
16665800/dietary_restrictions/0	None
16665800/location/0	Tsim Sha Tsui
16665800/location/1	Kowloon
16665800/location/2	Yau Tsim Mong District
16667241/name/0	Uluru s
16667241/address/0	1-11 Spring Garden Lane, Wan Chai 1/F, Chun Fai Building
16667241/cuisine/0	Italian
16667241/cuisine/1	French
16667241/cuisine/2	Cafe
16667241/cuisine/3	International
16667241/cuisine/4	Diner
16667241/dietary_restrictions/0	None
16667241/location/0	Wan Chai / Causeway Bay
16667241/location/1	Hong Kong Island
16667241/location/2	Southorn Playground
16679179/name/0	Kool Studio Kitchen
16679179/address/0	D2 Place TWO, 1/F, Shop 110, 15 Cheung Shun Street Lai Chi Kok
16679179/cuisine/0	French
16679179/cuisine/1	Bar
16679179/cuisine/2	Fast Food
16679179/cuisine/3	Contemporary
16679179/cuisine/4	Pub
16679179/cuisine/5	Australian
16679179/dietary_restrictions/0	None
16679179/location/0	Sham Shui Po District
16679179/location/1	Lai Chi Kok
16679179/location/2	Kowloon
16694954/name/0	Yakiniku More
16694954/address/0	8 Minden Ave, Tsim Sha Tsui Shop 5-6 , G/F
16694954/cuisine/0	Japanese
16694954/cuisine/1	Asian
16694954/cuisine/2	Korean
16694954/cuisine/3	Grill
16694954/dietary_restrictions/0	None
16694954/location/0	Tsim Sha Tsui
16694954/location/1	Kowloon
16694954/location/2	Yau Tsim Mong District
16710567/name/0	Sichuan Lab
16710567/address/0	No.28 Tai Wo St, Wan Chai G/f
16710567/cuisine/0	Chinese
16710567/cuisine/1	Asian
16710567/dietary_restrictions/0	None
16710567/location/0	Wan Chai / Causeway Bay
16710567/location/1	Hong Kong Island
16710567/location/2	Hennessy Road
16731025/name/0	Kopitiam Bagus.Bagus
16731025/address/0	No.188, Yu Chau St, Sham Shui Po
16731025/cuisine/0	Asian
16731025/cuisine/1	Malaysian
16731025/cuisine/2	Chinese
16731025/dietary_restrictions/0	None
16731025/location/0	Sham Shui Po District
16731025/location/1	Nam Cheong
16731025/location/2	Kowloon
16738784/name/0	Badroom Bar & Restaurant
16738784/address/0	5/F, 10 Knutsford Terrace
16738784/cuisine/0	American
16738784/cuisine/1	Bar
16738784/cuisine/2	Cafe
16738784/cuisine/3	Pub
16738784/cuisine/4	Wine Bar
16738784/cuisine/5	Gastropub
16738784/dietary_restrictions/0	None
16738784/location/0	Tsim Sha Tsui
16738784/location/1	Kowloon
16738784/location/2	Yau Tsim Mong District
16817691/name/0	Victorian Rose Tea Room
16817691/address/0	38 Hillwood Road, Tsim Sha Tsui 17/F, Nathan Hill
16817691/cuisine/0	British
16817691/cuisine/1	Cafe
16817691/cuisine/2	Diner
16817691/cuisine/3	Healthy
